id,user,text,target
1990144157,nrl007,"[('OMG', 'NOUN'), ('like', 'PREPOSITION OR CONJUNCTION'), ('a', 'DETERMINER'), ('3', 'NUMERAL'), ('hours', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('Mitchels', 'NOUN'), ('CD', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('woo', 'NOUN'), (',', 'COMMA'), ('but', 'CONJUNCTION'), ('not', 'ADVERB'), ('in', 'PREPOSITION OR CONJUNCTION'), ('australia', 'NOUN')]",0
1969075376,dropXdeadXkr,"[('Disneyland', 'NOUN'), ('tomorrow', 'NOUN'), ('goodnight', 'NOUN'), ('babes', 'NOUN')]",4
2190045348,aristocracy,"[('i', 'ADVERB'), ('just', 'ADVERB'), ('want', 'VERB'), ('to', 'TO'), ('give', 'VERB'), ('up', 'PARTICLE'), ('on', 'PREPOSITION OR CONJUNCTION'), ('this', 'DETERMINER'), ('.', 'SENTENCE TERMINATOR'), (""i'm"", 'NOUN'), ('nowhere', 'ADVERB'), ('NEAR', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('minimum', 'ADJECTIVE OR NUMERAL'), ('word', 'NOUN'), ('limit', 'NOUN'), ('(', 'OPENING PARENTHESIS'), ('still', 'ADVERB'), ('1000', 'NUMERAL'), ('words', 'NOUN'), ('to', 'TO'), ('go', 'VERB'), (')', 'CLOSING PARENTHESIS'), (',', 'COMMA'), ('i', 'ADVERB'), ('have', 'VERB'), ('nothing', 'NOUN'), ('to', 'TO'), ('talk', 'VERB'), ('about', 'PREPOSITION OR CONJUNCTION'), (',', 'COMMA'), ('and', 'CONJUNCTION'), ('...', 'COLON OR ELLIPSIS')]",0
1981886573,Reason21,"[('@Miss_Ella_Baby', 'USERNAME'), ('disabled', 'VERB'), ('like', 'PREPOSITION OR CONJUNCTION'), ('a', 'DETERMINER'), ('mug', 'NOUN'), ('...', 'COLON OR ELLIPSIS')]",0
1833442358,PoeticJustice88,"[('http://bit.ly/3vo2Rh', 'URL'), ('a', 'DETERMINER'), ('poem', 'NOUN'), ('written', 'VERB'), ('by', 'PREPOSITION OR CONJUNCTION'), ('me', 'PRONOUN'), ('that', 'DETERMINER'), ('came', 'VERB'), ('to', 'TO'), ('me', 'PRONOUN'), ('in', 'PREPOSITION OR CONJUNCTION'), ('my', 'PRONOUN'), ('dreams', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('check', 'VERB'), ('it', 'PRONOUN'), ('out', 'PARTICLE'), ('..', 'ADJECTIVE OR NUMERAL'), ('please', 'NOUN'), ('!', 'SENTENCE TERMINATOR')]",4
2002195774,mrstalkativeska,"[('After', 'PREPOSITION OR CONJUNCTION'), ('today', 'NOUN'), ('they', 'PRONOUN'), ('are', 'VERB'), ('all', 'DETERMINER'), ('half', 'ADJECTIVE OR NUMERAL'), ('days', 'NOUN'), ('sweet', 'SYMBOL'), ('-', 'COLON OR ELLIPSIS'), ('HopeKeepsUs', 'NOUN'), ('-', 'COLON OR ELLIPSIS')]",4
2053501420,princess967,"[('says', 'VERB'), ('happy', 'ADJECTIVE OR NUMERAL'), ('21st', 'NUMERAL'), ('monthsary', 'ADJECTIVE OR NUMERAL'), ('@prince967', 'USERNAME'), ('mwah', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('http://plurk.com/p/yu7y3', 'URL')]",4
1976930914,njohari,"[('@chalith2001', 'USERNAME'), ('thanks', 'NOUN'), ('DEAR', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('she', 'PRONOUN'), ('won', 'VERB'), (',', 'COMMA'), ('sub', 'ADJECTIVE OR NUMERAL'), ('9hr', 'NUMERAL'), (',', 'COMMA'), ('8h', 'NUMERAL'), ('46min', 'NUMERAL'), ('exactly', 'ADVERB'), ('!', 'SENTENCE TERMINATOR')]",4
2009797358,LarrfulBuck,"[('@angel9293', 'USERNAME'), ('hahaha', 'NOUN'), ('whateva', 'VERB'), ('it', 'PRONOUN'), ('was', 'VERB'), ('a', 'DETERMINER'), ('special', 'ADJECTIVE OR NUMERAL'), ('moment', 'NOUN'), ('for', 'PREPOSITION OR CONJUNCTION'), ('me', 'PRONOUN'), ('lol', 'VERB')]",4
1992845687,get_l00se,"[(""don't"", 'NOUN'), ('feel', 'VERB'), ('well', 'ADVERB')]",0
